game_date,captured_at_utc,Milestone,Actual_Hit,Prior_Eligible_Starts,Candidate_SIM_Weight,Candidate_MATH_Weight,Baseline_Probability,Candidate_Probability,Baseline_Brier,Candidate_Brier,Candidate_Won,Replay_Version
2026-08-14,2026-08-14T20:43:55.675854+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.26837198082489677,0.26851237805515965,0.07202352009187876,0.07209889716883698,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.14529589925083408,0.14480826935904695,0.02111089833910853,0.020969434874762296,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.06973530993521405,0.06913798738901647,0.004863013451760364,0.0047800613002038006,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0304989516827676,0.03090035581472292,0.0009301860537477926,0.0009548319894764805,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.675854+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.01230325275074975,0.012503055925858046,0.0001513700282488313,0.000156326407485134,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8583903742897325,0.8578920950204718,0.020053286093802046,0.02019465665767061,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.7055546147953903,0.7050280591547244,0.086698084868291,0.08700844588602874,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.5224957473448326,0.5220357997390861,0.22801031130376992,0.22844977673105502,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.34822710088366626,0.34775145990019585,0.12126211378984308,0.12093107786271752,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.2073905208325354,0.2075767789345025,0.043010828131190296,0.04308811915282332,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.11165802319679846,0.11170741984614979,0.012467514144216783,0.012478547648683981,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.05369407142938365,0.05383477063585018,0.0028830533066637534,0.002898182529414597,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:55.971743+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.023940647152738102,0.024030296185911383,0.000573154586091907,0.0005774551347826272,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.883026072645286,0.8813311720273829,0.013682899680785912,0.014082290732394597,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.7413753498905093,0.7394997893191385,0.06688670964425646,0.06786035976477323,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.5613071113988474,0.5598896941564586,0.1924514505092233,0.19369708130969554,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,6,1.0,43,0.4277777777777778,0.5722222222222222,0.37778003206109445,0.37755759224769697,0.38715768850189264,0.38743455096848417,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.2261860002170445,0.2254195779634714,0.05116010669418485,0.050813986129229556,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.1215285658448784,0.12045266188950707,0.014769192316312943,0.014508843756267908,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0572313825474317,0.05841458224872739,0.00327543114829047,0.0034122634192933375,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:56.255639+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.024052849999108297,0.0249675949989795,0.000578539593079604,0.000623380800033066,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.9004725207115751,0.8987612181476916,0.00990571913350784,0.010249290950939287,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.7735948248807443,0.7712829662524074,0.05125930332078085,0.052311481526297395,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.5985427150297761,0.5970784405340771,0.16116795165566358,0.16234578308245123,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.41691426192639536,0.4164338775379858,0.173817501797631,0.17341717436132215,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.2612006633967483,0.2609405675727735,0.06822578655890141,0.06808997980520118,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.1458474344220726,0.14499124944999545,0.021271474127500765,0.021022462417070804,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0728116813685182,0.07383025756619305,0.005301540943710621,0.005450906932290406,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.346103+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.03338035944347775,0.03412285580753564,0.0011142483965757744,0.001164369288461869,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,3,0.0,43,0.4277777777777778,0.5722222222222222,0.7869834904954879,0.7844388835670584,0.6193430143124616,0.615344362051933,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,4,0.0,43,0.4277777777777778,0.5722222222222222,0.607909998711427,0.6057707763030776,0.36955456653332724,0.3669582334228333,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,5,0.0,43,0.4277777777777778,0.5722222222222222,0.42004599341663307,0.4193130813545912,0.17643863658536615,0.17582346019508205,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.26101603154017855,0.2616019027626488,0.06812936872098348,0.06843555552903835,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.1450292504975515,0.14347080320346073,0.02103348349988154,0.020583871371846158,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.0736717888024841,0.0720378637532364,0.0054275324653578205,0.0051894538141298505,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.034566816485689,0.035833134422510744,0.0011948648019553011,0.0012840135225417244,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T20:43:57.726250+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.0153798072242956,0.016162668267804964,0.00023653847025649513,0.0002612318455351095,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8702174413270067,0.8690932939631298,0.01684351253570894,0.017136565685423537,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.7248627023810422,0.7232828705027483,0.07570053254106295,0.07657236975719876,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,5,0.0,43,0.4277777777777778,0.5722222222222222,0.5398240979301245,0.5389493565200314,0.2914100567060727,0.2904664088933559,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.3583674166086522,0.358437821229902,0.12842720528675927,0.12847767168803917,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.21403823408441358,0.2135704891611094,0.04581236564997422,0.04561235384051555,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.11218472987744324,0.11119893556181255,0.012585413617674906,0.01236520327008014,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.053852258921324,0.054639807432181914,0.0029000657909293206,0.002985508556225922,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.157592+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.023783019820932602,0.02425434490617842,0.000565632031802873,0.0005882732468278631,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8198525077562024,0.8173698699876539,0.0324531189617291,0.03335376438832643,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.6519494865601498,0.6496773012855048,0.12113915990574332,0.12272599323460696,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.465322451847141,0.46431747266950585,0.2858800804987528,0.2869557700871856,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.2984862650239876,0.29888005886078584,0.08909405040797018,0.08932928958462681,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.1731238268590175,0.17188105186827052,0.02997185942631107,0.0295430959913431,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.09114212167134984,0.08965981520771042,0.008306886342755138,0.008038882463080781,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0433961383783174,0.04474180281074103,0.0018832248261500721,0.0020018289187552336,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:49:30.612261+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.0197083090701085,0.02057328704690195,0.0003884174464029209,0.00042326013991422355,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8211492361393504,0.8198245702483677,0.031987595733537835,0.03246318548618537,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,4,0.0,43,0.4277777777777778,0.5722222222222222,0.6445505560480466,0.6433936363660977,0.41544541930184603,0.4139553713163904,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,5,0.0,43,0.4277777777777778,0.5722222222222222,0.4487372380508807,0.4481446168804524,0.20136510881353278,0.20083359763892744,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.2789047204990286,0.2785731801266661,0.07778784311664126,0.07760301668588396,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.1512147516419891,0.15081973196036846,0.02286590111414845,0.02274659154859739,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.07373923012794055,0.07324534133168246,0.005437474059861376,0.005364880026794671,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.03221552515579565,0.03262798990052169,0.0010378400610637022,0.0010645857249485453,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:24.310805+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.0129581331734554,0.013188974631843403,0.0001679132153410053,0.00017394905183940883,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,3,0.0,43,0.4277777777777778,0.5722222222222222,0.9289789747440205,0.9280514933181567,0.8630019355164514,0.8612795742500607,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,4,0.0,43,0.4277777777777778,0.5722222222222222,0.829846784786379,0.8282473203666337,0.6886456862202908,0.6859936236945092,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,5,0.0,43,0.4277777777777778,0.5722222222222222,0.6825386374169748,0.6809062183772046,0.46585899156702065,0.46363327822474537,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,6,0.0,43,0.4277777777777778,0.5722222222222222,0.5094397552150642,0.5085672754127957,0.25952886419358456,0.25864067362079435,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,7,0.0,43,0.5722222222222222,0.4277777777777778,0.3448198960386848,0.34490368883309697,0.11890076070412939,0.11895855457067778,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.21121551019720186,0.2106932698353838,0.04461199174786428,0.04439165395392585,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.1171480001847193,0.11795515576695653,0.013723653947278992,0.01391341877200698,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T21:54:25.033811+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.058569993101217854,0.05942076988250487,0.003430444091876707,0.0035308278934295984,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,3,1.0,43,0.4277777777777778,0.5722222222222222,0.8611955741949798,0.859750490467588,0.01926666862306135,0.019669924924082125,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,4,1.0,43,0.4277777777777778,0.5722222222222222,0.7059053025245983,0.7044702906670401,0.08649169108314807,0.08733780909842374,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,5,1.0,43,0.4277777777777778,0.5722222222222222,0.5181870691564028,0.517330090256772,0.232143700328097,0.23297024177153586,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,6,1.0,43,0.4277777777777778,0.5722222222222222,0.3370908676034473,0.3372542151461675,0.43944851781475025,0.4392319753415225,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,7,1.0,43,0.5722222222222222,0.4277777777777778,0.19506915357902085,0.19424449806205119,0.6479136675199939,0.6492419289032757,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,8,0.0,43,0.5722222222222222,0.4277777777777778,0.10190833219614326,0.10107223976781145,0.010385308170999488,0.010215597651681965,True,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,9,0.0,43,0.4277777777777778,0.5722222222222222,0.0480768481129693,0.04871772617373153,0.0023113833244775197,0.0023734168435386865,False,calibration-shadow-replay-v1
2026-08-14,2026-08-14T22:35:07.164537+00:00,10,0.0,43,0.4277777777777778,0.5722222222222222,0.020470419731357402,0.020896591470331245,0.00041903808397794645,0.00043666753507792057,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,3,1.0,69,0.2833333333333333,0.7166666666666667,0.8656058716614103,0.8613964160480216,0.01806178173188931,0.019210953484333115,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,4,1.0,69,0.2833333333333333,0.7166666666666667,0.7167115547140409,0.7109532284234586,0.08025234323253584,0.08354803615882127,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,5,0.0,69,0.2833333333333333,0.7166666666666667,0.5296998667968498,0.5259818090754846,0.2805819488846004,0.2766568634783196,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,6,0.0,69,0.2833333333333333,0.7166666666666667,0.3468114117494182,0.3467470235074995,0.12027815531962449,0.12023349831131039,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.2013993675164105,0.19876497492596593,0.04056170523601018,0.03950751525731986,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.1038688031746408,0.10023365513229644,0.01078872827293227,0.010046785621180138,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.04857572221617085,0.05145986850984488,0.002359600788822594,0.002648118067050525,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.029269+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.020250491673627302,0.022248371398865794,0.0004100824130236487,0.0004949900299018694,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,3,1.0,69,0.2833333333333333,0.7166666666666667,0.9120232361664495,0.9073879718385778,0.007739910974624313,0.008576987760172062,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,4,1.0,69,0.2833333333333333,0.7166666666666667,0.7928263683963976,0.7871871280348366,0.042920913631825146,0.045289318474061036,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,5,0.0,69,0.2833333333333333,0.7166666666666667,0.6292303560933765,0.6241821770671732,0.3959308410293974,0.3896033901683159,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,6,0.0,69,0.2833333333333333,0.7166666666666667,0.44848218347084023,0.44664579630820433,0.2011362688907724,0.19949246735978995,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.2852082392062821,0.28319400221689317,0.08134373971114782,0.0801988428916217,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.16327444340953318,0.1595155179320688,0.02665854387069285,0.025445200461136165,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.0839050226428975,0.08790253245481974,0.007040052824705142,0.0077268552119706384,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T15:06:36.478763+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.03879959972292045,0.04204075960285265,0.0015054089386588487,0.001767425467984847,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,3,1.0,69,0.2833333333333333,0.7166666666666667,0.8329412344115628,0.8287557693232399,0.027908631159932425,0.02932458654007542,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,4,1.0,69,0.2833333333333333,0.7166666666666667,0.6638396461552099,0.6592288261558008,0.11300378349705452,0.11612499292315343,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,5,1.0,69,0.2833333333333333,0.7166666666666667,0.4697679421131329,0.4668593836954905,0.281146035210942,0.28423891675355223,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,6,1.0,69,0.2833333333333333,0.7166666666666667,0.2927577006258324,0.2928260375636931,0.5001916700240597,0.5000950131478672,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.16087198461437466,0.15865679128147897,0.025879795433767595,0.02517197741973478,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.07890785717833479,0.07636511906772304,0.006226449924476481,0.005831631410227518,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.03484602790663505,0.03677263999951024,0.001214245660869989,0.0013522270525335805,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:29.651307+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.013758265295083,0.015005513589618966,0.00018928986392988532,0.00022516543808823948,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,3,0.0,69,0.2833333333333333,0.7166666666666667,0.8925816481669563,0.890199029039304,0.7967019986444401,0.7924543113025196,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,4,0.0,69,0.2833333333333333,0.7166666666666667,0.7623108433128712,0.7591175420817822,0.5811178218323809,0.5762594426962864,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,5,0.0,69,0.2833333333333333,0.7166666666666667,0.5929966086063977,0.5895284723358367,0.3516449778186892,0.3475438196946254,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,6,0.0,69,0.2833333333333333,0.7166666666666667,0.41511478418803693,0.41292852400285296,0.17232028405148048,0.1705099659351747,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.26058799540075755,0.2608531973937626,0.06790610334698524,0.06804439059054929,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.1480923184438863,0.14746298045153555,0.021931334782085424,0.021745330603649957,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.0752921200355989,0.0766493720510251,0.005668903339455034,0.005875126235816467,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.044135+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.0349874770936504,0.03616071716756558,0.0012241235533787117,0.0013075974660726722,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,3,1.0,69,0.2833333333333333,0.7166666666666667,0.9328544339257834,0.9295153552936228,0.00450852704342699,0.004968085139384223,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,4,1.0,69,0.2833333333333333,0.7166666666666667,0.8354117810968293,0.8303382195721222,0.02708928180171802,0.02878511973795743,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,5,1.0,69,0.2833333333333333,0.7166666666666667,0.6913375257309959,0.6856771202144274,0.09527252302186359,0.09879887275669552,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,6,1.0,69,0.2833333333333333,0.7166666666666667,0.5225596995556119,0.5177409026963771,0.2279492404884276,0.23257383693210526,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,7,1.0,69,0.7166666666666667,0.2833333333333333,0.35520804356739943,0.356643224688193,0.41575666708018066,0.41390794033960693,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.21818119925835083,0.21692401291306548,0.04760303570981219,0.0470560273783078,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.12154180980667845,0.12399526072290579,0.014772411531082797,0.015374824681741383,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.446485+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.0617494728429422,0.06415424440821715,0.0038129973963812566,0.004115767075589262,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,3,0.0,69,0.2833333333333333,0.7166666666666667,0.6019522711746403,0.6570342553503179,0.3623465367723077,0.43169401270374674,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,4,0.0,69,0.2833333333333333,0.7166666666666667,0.37846352675549244,0.4416190550162058,0.14323464108420533,0.1950273897534066,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,5,0.0,69,0.2833333333333333,0.7166666666666667,0.20819135243206704,0.26107160515262945,0.043343639227493146,0.06815838301697046,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,6,0.0,69,0.2833333333333333,0.7166666666666667,0.10458497372411575,0.13863846233789925,0.010938016728873982,0.01922062323941711,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.04788457430779545,0.029543925441084088,0.0022929324566387838,0.0008728435304683356,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.0204416481876251,0.012051600639654223,0.0004178609806266365,0.00014524107797771408,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,9,0.0,69,0.2833333333333333,0.7166666666666667,0.00843586428122465,0.011658072136421999,7.116380617124189e-05,0.000135910645938019,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:30.901889+00:00,10,0.0,69,0.2833333333333333,0.7166666666666667,0.0033825113021933,0.004414932866477063,1.1441382709465413e-05,1.9491632215499374e-05,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,3,0.0,69,0.2833333333333333,0.7166666666666667,0.79386918762851,0.7893578356008643,0.6302282870659505,0.623085792624481,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,4,0.0,69,0.2833333333333333,0.7166666666666667,0.6060032692833557,0.6016886859728099,0.3672399623821153,0.36202927482768665,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,5,0.0,69,0.2833333333333333,0.7166666666666667,0.4061792366842225,0.4041422392473856,0.16498157231337765,0.16333094954389107,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,6,0.0,69,0.2833333333333333,0.7166666666666667,0.2384935071006297,0.2390540268442359,0.05687915292915811,0.05714682775044466,False,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,7,0.0,69,0.7166666666666667,0.2833333333333333,0.12217362333888165,0.11975838655869961,0.014926394239750928,0.014342071151142922,True,calibration-shadow-replay-v1
2026-08-15,2026-08-15T16:58:31.300515+00:00,8,0.0,69,0.7166666666666667,0.2833333333333333,0.05716228669746095,0.055427962461894534,0.003267527020482721,0.0030722590226771895,True,calibration-shadow-replay-v1
